ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
1,0.10218557933343016,0.06389842519597658,0.02584357646777552,0.035002753060235876,0.28903491463332553,0.11471592020749166,0.03479127979339076,0.582009167662493,0.05082989515766028,0.10247246901827928,0.025705717837502882,0.02178039816140926,0.0850482244362453,0.03183293243982206,0.03285731920669776,0.08581668962939976,0.00161696415908928,0.5781618681679412,0.05092254900151044,0.01198457658917238,0.02433370437797982,0.16639228081578772,0.02529633483047994,0.0264672633155379
4,0.10853584461136766,0.0546002687340494,0.02959710256587456,0.15589838675926346,0.24987403844720507,0.24916323059839246,0.0571497765887216,0.8012978148522782,0.05440428355656918,0.033984078890458,0.0184983287219454,0.04050998273642248,0.08026249679371866,0.0387758056044874,0.02674678901653304,0.05420407604554123,0.00167415995271594,0.10009496761861794,0.026521070661972318,0.011941492127433801,0.03936675801226906,0.22741200559928632,0.04868569204822338,0.023068505832494778
5,0.101220514848743,0.03150849339533934,0.012926300471622621,0.05473625981983082,0.1308531741645654,0.610257653807535,0.02574903150141536,0.7774884154958239,0.0209290381125785,0.03647188863881312,0.04492051284872266,0.0242326169185452,0.06960120104544801,0.02324856576253536,0.020717228187763823,0.32900626672255817,0.0015976630625216999,0.1796833338598611,0.04553060822681047,0.008486469973269321,0.02394232947412392,0.5743927629884826,0.02233240033880948,0.01850245338878068
6,0.09226898079388937,0.08325789687023047,0.019814611434194718,0.0555885340280577,0.16571942286697566,0.08051535185170043,0.0374880758158428,0.6898800625158124,0.048481466401762575,0.05207940232407396,0.031674663093179276,0.04112980187058826,0.10447750628104778,0.026409001516245582,0.0279329813269515,0.10716962260845417,0.00153748313249852,0.16690730718395286,0.08709820595363742,0.00874225379095018,0.03038354182552622,0.31068533756688316,0.06481915916633962,0.02245437035035532
7,0.07623684488923288,0.0929973340134232,0.0321420185574598,0.027277231700758083,0.20640191040015943,0.1421307700771222,0.02941447572927712,0.35426220372861605,0.0632599981603594,0.13054324879799342,0.038573591167468405,0.0182960106017565,0.5006905046003151,0.025535043983344018,0.025641987473331962,0.10079252328328242,0.001555568890424,0.12688698934177062,0.31553655640398925,0.01146356962274904,0.015598934207102521,0.3301131350550383,0.01922571581574886,0.020752665140059398
9,0.13165719721018396,0.07619327652775748,0.028413482170232963,0.0785800702029419,0.34402717927787424,0.13359060168697695,0.06729365818766432,0.6443336372582882,0.06564581747838777,0.06762518519823299,0.018916483049733923,0.07450202849190696,0.05634257699552468,0.04279701445427372,0.03112942435804722,0.06686820890682833,0.00162234868402544,0.1308421974647832,0.05103997907245736,0.0133592730142367,0.03625980291180034,0.1984255852003228,0.03437359453026278,0.02844358859341082
11,0.10512817490646424,0.08805144507163426,0.03856127306564956,0.11478752167890655,0.2585067233381336,0.1443903782016086,0.38581109871010133,0.35077971001733177,0.07859554208398728,0.057820108223466296,0.01387495619875332,0.0528716708655179,0.03783826590018744,0.13565871341014504,0.0457884463747827,0.02804587896772784,0.00190906282659324,0.15484818295344507,0.05930706200766782,0.011174677728951178,0.04501403483885404,0.09096555570600838,0.02618693920163032,0.01955002880052922
13,0.18509464879621035,0.03669098502860736,0.024718492805246118,0.02350084057196114,0.5525192332716818,0.44772525944913316,0.018402588931984598,0.6616401925990023,0.06643942842222882,0.04875177453201182,0.02553989537073694,0.01915415361910812,0.053334179911880455,0.03055113258530638,0.02759573407268906,0.05468281468190042,0.0015492197473109199,0.2327724330332254,0.04768318618219088,0.011114218194541,0.0234852678932328,0.3595644729696821,0.020212556577928458,0.02207178394538984
16,0.04147402763035184,0.06524420501866265,0.01901421671192936,0.03975389872804848,0.39854409710247085,0.07515217748612271,0.03879324297130282,0.7492583502509631,0.04903818665960064,0.05762251280634402,0.01974093751034626,0.0393499378090546,0.12566741737274623,0.027447639768025122,0.026212731154995762,0.09685045346008712,0.0015687951124558402,0.47058265919585107,0.05238623442863008,0.00991659374309466,0.021836615918088,0.1350445009261499,0.02970505644745186,0.019701327768580704
21,0.0790096720902904,0.12225072343346478,0.039003899433635886,0.038324257684898916,0.7233007376119716,0.10219819404872602,0.053341785308147996,0.454210971971039,0.11789447702953243,0.08168561205423706,0.0166784349773352,0.027901974302090363,0.04507082034313928,0.0450136293747369,0.0368722137431148,0.03707012258490802,0.00167023127013814,0.373270980024318,0.05056653193521132,0.011220174744207079,0.0260321163821621,0.06403762487412537,0.02554051680536076,0.02387758436206542
22,0.0886738638710816,0.20456188286792232,0.04894566805467726,0.027770992769260802,0.3933420731546018,0.0537501436399718,0.01903755917156088,0.5147896977286309,0.12030789800457176,0.3343537540950503,0.01283935308313452,0.028730368801064464,0.2005265454491475,0.02920936767959692,0.0378171135252282,0.05433016293534186,0.0014993798214512,0.34496693489813457,0.0878960700144702,0.010439740098359098,0.0184872002348072,0.12983737803841788,0.02844852340101796,0.02060969758820396
24,0.23816150829483257,0.042074128091618264,0.019692761878750978,0.01906213516560456,0.36935999329780134,0.5397465178489472,0.01287088534024522,0.44021638732879875,0.03161298515840402,0.04283299679338608,0.034718586346185625,0.01994197622588692,0.10722557071130587,0.01970306597903792,0.03082255703990346,0.3192033212420463,0.00150964915297292,0.3726770062653808,0.06590965946202197,0.00845950328374834,0.01481119834399128,0.7322297190830684,0.01516989835978198,0.015315160692302179
25,0.1194538589522563,0.1354003948672794,0.02225661253869672,0.0441555831373237,0.4244044131363437,0.18427364863624085,0.025439724949007682,0.5280583277220602,0.06320688997991047,0.05192226932186284,0.018603521267657318,0.02319960381150226,0.07106362309493597,0.03572829812779766,0.025823731133520322,0.0515396286692678,0.0015253753526653,0.17056950851645475,0.04709507553097732,0.0108749517365307,0.031763161885524804,0.18116644728329498,0.027141103196216,0.13114799898061216
32,0.0566294154178284,0.05202072556246058,0.02802383598168668,0.037512824306313905,0.8130102476214257,0.0971623727009168,0.01388623433090284,0.5802520194359577,0.09371768837954778,0.049359961274994105,0.01875972765345848,0.021663730426998942,0.03786170172550754,0.0574829010018088,0.07560849540812103,0.04894946264176008,0.00148208684173084,0.5113650616116956,0.0338427085072388,0.0127291426002544,0.03516337275603322,0.08942811458021656,0.035655405074587185,0.022086085901316617
38,0.05474043129732044,0.05625695339995606,0.01889858517733288,0.03335810730368396,0.565680650930953,0.06617055106946484,0.02245012681480572,0.695729807498523,0.06634623723651316,0.04196746539680828,0.016046856168264338,0.0256301504499399,0.10528898997755032,0.032971966619619396,0.03689615504538598,0.043476190938304,0.00148654094722276,0.4627052893146361,0.03133150676188668,0.00923344151549952,0.03005025645713746,0.10966457014348832,0.02379833292573446,0.018628668722347218
