ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
1,0.10397391038890474,0.0654348030530401,0.026018997093234297,0.0348289421995271,0.29254606577958375,0.11506028211961515,0.035113652234768,0.5815294847464801,0.05110547149030665,0.10271600537788214,0.025545376509416448,0.02187839098474545,0.08424072525875785,0.03180514299301535,0.03316317085219625,0.08615626339787866,0.00161840155602335,0.5781753189940697,0.051435868519887545,0.0120492590177587,0.0242527976244391,0.16385590147922408,0.0254055498562538,0.0265934864227786
4,0.1097689733106372,0.054981773600258355,0.02988595216857995,0.15435791470176013,0.2502239850701267,0.25048629915716236,0.057027086403414654,0.7990440024411309,0.0549677651763458,0.03474626770838065,0.01849262557031805,0.040340378370954555,0.07904104228365194,0.03850682947858685,0.02696289544554885,0.05442718804728945,0.0016753841686859999,0.10062846049745465,0.0264650811804808,0.011916277548906,0.03970932972385095,0.22533821064319715,0.0487281786655432,0.023242133415933952
5,0.1014061197414331,0.030917650700708253,0.012849391598981751,0.055083705175034844,0.1296520959430251,0.6191569230387142,0.0259775551262049,0.7779287928872922,0.0206744518055626,0.03593150945721455,0.04576615143687145,0.0245062040033113,0.0688905609196393,0.0232914430251865,0.02065612607782585,0.3360228021286238,0.0016079885027363498,0.17614243585732403,0.04560613208800575,0.008471854117750501,0.023652042063867798,0.5812456009837415,0.0225587781771983,0.0184994878275094
6,0.0918727566487342,0.0819048404941041,0.01952278371916505,0.0553008257172599,0.16518407726902007,0.07944829415550254,0.037762893294883304,0.6898953455370762,0.04813525744314825,0.0512040471537481,0.03178863111588265,0.040754425189238094,0.1053106176488423,0.02643867114937315,0.02806594782073505,0.10658019211929926,0.0015366580358881,0.16680949752909707,0.0877168780248975,0.00867059063881745,0.03023218000580695,0.3096949515360949,0.06567693333926594,0.0224580747623103
7,0.0741948767760964,0.09000751289120745,0.03185521172181935,0.02708384667415785,0.20401758419766047,0.13904116944262365,0.029362679542910303,0.35495214052842927,0.0619726226863698,0.1290458865330622,0.03880737401246505,0.0182891037668938,0.5040614225856604,0.025510680241579597,0.025639684443900898,0.1040539265123049,0.0015551246796064499,0.1284852737876071,0.31557907531787777,0.011374856001477598,0.015504757892510601,0.33679349949022686,0.0192018969789311,0.02069696028601965
9,0.13262290129322363,0.07660637359314176,0.02842828888096905,0.0785200707560426,0.34323364153162544,0.13364525715508097,0.06783375078690304,0.6396348287856444,0.06575748106434215,0.0673511507344774,0.01887334432127605,0.0741911878344919,0.05657957124167455,0.04269999062199865,0.0310507768736479,0.06702987284443279,0.0016228371385177002,0.1302709396329521,0.0512463226760796,0.013328420864509999,0.035984502746520944,0.19930083758708925,0.034282509582017895,0.02852322947662515
11,0.10488511850177065,0.0872211774658408,0.038473822372362104,0.11364558355862675,0.26133671831269384,0.14342392840045182,0.37900002830922397,0.35502730576022234,0.07903678695480726,0.0580120689763664,0.01389627562777205,0.05225452162302365,0.037639466358025245,0.1399799542812316,0.04741914351954305,0.028034809548659598,0.0019051586838802,0.15849156027035435,0.0589176477487465,0.011153726272964699,0.0443479430391045,0.0909135714307516,0.02604607045757375,0.0195603268768039
13,0.18425091813833888,0.036705409451120205,0.024603461446157847,0.023774463526704148,0.545267979449993,0.4501661891368387,0.018539749369202947,0.6643797002328508,0.06621781491217424,0.048355204924725045,0.02593059432980425,0.01932831682339295,0.05256411548405105,0.030628796605068002,0.02748522928168785,0.054521146321129546,0.0015490262304017001,0.23467583191659397,0.047400322940839956,0.0111599900970555,0.0235394073721709,0.3621993436384209,0.020244950618628348,0.022323971951368
16,0.041155878876181745,0.06365253269376606,0.01867951423012815,0.04021225864019585,0.3915274525440685,0.07451120591418126,0.0387264712975636,0.7538353960909928,0.0476159550813494,0.057376781539562896,0.01974607801318935,0.0394705244135722,0.12699053716087025,0.0271167089646044,0.026125580349994453,0.09830476917124135,0.00156767466342745,0.46895016836191306,0.05270170152955065,0.00982876345955065,0.021597532527245653,0.13637796907944155,0.029831065999769153,0.019616644210091953
21,0.0793830924705647,0.122077622777739,0.03918724403985735,0.0381682813038957,0.7263831284731281,0.1021719467694152,0.0532007651251312,0.45366508587882776,0.11991710330428876,0.08189805666382105,0.0166600059618926,0.027859003379901152,0.045069906282403704,0.044740091019148095,0.0371453207953098,0.03716999532130135,0.00166923823228715,0.37813731086579794,0.0508249537498711,0.0111924909929048,0.0258977320721202,0.06384973904440344,0.02553310573122305,0.023781038807891598
