ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
1,0.1141218590078578,0.06254067407334912,0.02361602240217817,0.027999078233754846,0.29503855213028884,0.11746140399531821,0.03119146319967332,0.6021673085697872,0.04658389420524703,0.08985788490578883,0.02505913586587325,0.022391276060692567,0.08527512036249973,0.026345529694305578,0.03167672483130953,0.10270004387641321,0.001588066189089625,0.5366761011944824,0.05373736212415602,0.011608741436671458,0.022695382054835,0.18235986546396332,0.02425798250015155,0.02564638318894799
4,0.11994735831037008,0.04833205472383355,0.029776430562207384,0.1516214990767029,0.247802415295174,0.24898125036462523,0.0646633912140883,0.7657546038122922,0.050767228024611005,0.031961576553740635,0.017484481416739094,0.03853410077544938,0.0813923659521635,0.037767849815069414,0.030317072699452857,0.051037882903024724,0.00174697659660993,0.08699458835095472,0.02611866471954324,0.01226925430191424,0.03624070163744889,0.23628790143178405,0.05132917034952304,0.022744150562763753
5,0.09105677834099757,0.027594292897731403,0.011587944678464314,0.054821104796842636,0.10616741485839747,0.6361819575114899,0.024244198315895228,0.7973952122183046,0.02058399709771065,0.03660475474273572,0.04961375454580629,0.02645131934682899,0.06625854237656138,0.023513029002338807,0.018012707507860607,0.37480829922056796,0.001581093664359995,0.17251870239711276,0.04467551776134884,0.00801112947436759,0.02321536726776292,0.6060436174510693,0.025750717894762132,0.01757161267427998
6,0.09947780936969093,0.08304915882479953,0.019912033855012057,0.05228076805836009,0.15901088612170278,0.0811519640566363,0.03316728521909333,0.7221542513189871,0.0467341516423238,0.05027911758498719,0.037604601042426515,0.0429231799887347,0.08947498676704627,0.023828122562685416,0.028582321209733405,0.0978046377065225,0.00153405546641235,0.18167096051270842,0.08962955621106894,0.008552943398504145,0.029438252408748436,0.3053756643584915,0.06811164592385163,0.02596155709564405
7,0.06732735422862203,0.08539920078759584,0.033007402691157525,0.03149151969548077,0.20636471268558237,0.11153855182585215,0.03389012761198233,0.29579288800736225,0.05943873543965714,0.12098109010965394,0.03629606828945099,0.01765276697325479,0.541829076642886,0.02453413960375925,0.02251677813613413,0.10175786955018083,0.001531423884397615,0.1060692209373815,0.3797627993560331,0.0112118342582718,0.01638893089001224,0.3125377914773972,0.0180591872994186,0.020158217300084814
9,0.13864928645956331,0.08372819467926856,0.026396951482695774,0.08745564896737242,0.2532650771126769,0.12777211816516063,0.05957806131033915,0.681455473573205,0.05723106249668424,0.06325544631865974,0.021227433898881015,0.07805049556346799,0.058640429362464636,0.04217729267540371,0.028995787056959543,0.07468597854448328,0.00161017608750759,0.12905526901617725,0.05060068784861608,0.012321407703808851,0.0379638492023177,0.2149031819724878,0.033061000312385895,0.02758521417334643
11,0.1173195278045331,0.0792884399314596,0.03791772083949235,0.13158983676786531,0.2230707568256421,0.16589468278410835,0.42107958431041803,0.35454566785473696,0.07796740001728036,0.06084430872858217,0.014997345144966175,0.06086909437380918,0.029033982294405954,0.17154706551048143,0.057931286798822895,0.020698976838257,0.0019370862861867798,0.19836490789791783,0.05202307440568122,0.01186286607396918,0.045503264904303536,0.07791646051830833,0.022751330816265646,0.02125358646754684
13,0.20615117319032267,0.044279691586718,0.022787106489757552,0.027226040077968056,0.5333166865446104,0.44897679977728894,0.018163220598749065,0.6756736537784993,0.06758324911450739,0.050050345006032546,0.025057666023543985,0.022563997680336383,0.04553578726040456,0.03012817473733169,0.027892699537180106,0.04407913906596855,0.00153435998825661,0.2111336229468213,0.045035035821920845,0.01092231628402445,0.02352720095984719,0.33856053830086297,0.023620708497294633,0.02074761261986454
16,0.041861447379670604,0.0620773516602752,0.017174139707541985,0.03226009151058984,0.443329199983062,0.07369149247632613,0.032447493231284465,0.7315129985741886,0.0471294219805546,0.05345568989767312,0.019430887337020652,0.03195598530422464,0.11993083529273305,0.023961373988813157,0.027697732387606613,0.09240860789378705,0.0015563977753411948,0.5433235560732234,0.05964770777948469,0.009338276420908747,0.017709206251658914,0.13903160331364833,0.029213108158874474,0.017331368164161556
21,0.07152731259216351,0.10756901002487937,0.0403512588550933,0.03335204829003863,0.7571700741838464,0.10077463097447265,0.04299985772599562,0.48103264877544566,0.12539825060886006,0.07926369744124916,0.015651184229408317,0.025079188336418184,0.04912138777610291,0.04416543113220034,0.038809345184438224,0.03509585527373681,0.001644108971918415,0.3427091019089439,0.04803316793223599,0.01150658096917292,0.024721165231263487,0.0672812708174145,0.022067780369856835,0.02217475695452263
22,0.08493228985283563,0.2196043221077662,0.04492275156517547,0.027685988434946313,0.3598639534359303,0.04885058261241096,0.01661184340003118,0.5329029682929626,0.10329652692624007,0.35260168759334,0.013631249085397614,0.03078214855279677,0.2119066440006992,0.031156768277277966,0.03396756719949169,0.0516017025943046,0.0014654641054958049,0.40595310492649433,0.09073469587510989,0.00946130954293144,0.017434290060308555,0.11975939627720868,0.02691728650654966,0.02134769622003503
24,0.25751396125118686,0.0352573527120313,0.017730104883280175,0.0196501914137614,0.4366371743459144,0.540862426567594,0.01265179634688602,0.38735053162576055,0.0268336366145897,0.039597061869171196,0.03455423244101791,0.017811808642554442,0.11168367431908943,0.017156060822694434,0.027597703175583025,0.3191144837105019,0.0015115791354131248,0.36499352065232693,0.06198297258450116,0.008091165308185249,0.013237323951414965,0.700765853343596,0.016586536613884637,0.01425363230721349
25,0.13601116988725387,0.15088734747773955,0.022803917057224864,0.04191485046826734,0.3479339350857861,0.1840342048271295,0.02215401018235552,0.5631352418638167,0.0617177454672516,0.05850746437291869,0.018987606946923224,0.022191367394382572,0.06307722311617443,0.031496902368203704,0.026660807272745172,0.05491425163485575,0.0015154465253903549,0.15114992523344126,0.04092443614970186,0.010942641626723397,0.028935592692654468,0.20306125319735435,0.0245327533857817,0.17332396418289508
32,0.05346223212479452,0.055745525809330385,0.02751543267190273,0.041883119095494456,0.777361208171335,0.09019769265364191,0.019201665009099308,0.6165805183238532,0.08344087581394768,0.056186945044366915,0.017884799612225874,0.024320147052105667,0.03490488812555973,0.05512873293820923,0.0741208920377237,0.047354246578549766,0.001515485542732045,0.5163278368361429,0.03143580230555364,0.01288596425156056,0.029497048654871905,0.09704804403449067,0.033963107940448364,0.021135257484046016
38,0.05559908601678926,0.05013381003237014,0.018173845996994727,0.03020549104290926,0.5663316265136584,0.06203454177295587,0.022293350386407968,0.6781252995455153,0.06155159144261875,0.03785148957173147,0.013974763951904574,0.02680616945753901,0.1100437323416058,0.037268835669365896,0.03675999093187094,0.04130666356765597,0.00147439513489818,0.396214345003875,0.029915709381711897,0.00961150549021408,0.025209444624681384,0.10277631086330327,0.0233300128009453,0.01883319007705244
40,0.22764329106867115,0.09669475512636977,0.01852232275399104,0.03593225935873187,0.42247957842485917,0.5476264332330343,0.022804253463036713,0.6766445995123168,0.05065771602961119,0.05003020768719552,0.03828050472733135,0.03134052071562908,0.0391752809501577,0.021647126884200056,0.03033679293045407,0.06749915167690648,0.001545977051454605,0.18722503762822626,0.04116378050168322,0.012175408725262021,0.021651829921428487,0.2419045927887487,0.04853575419017856,0.029605988181331363
54,0.0824017513762559,0.10805952318736642,0.0654688365958091,0.0336342571187217,0.7919102036971757,0.07553530659196638,0.028860419305414137,0.14930735435272174,0.18043513024697422,0.09123692427718172,0.01483862538146822,0.018614452992129885,0.2156269857230023,0.0581442694678015,0.05416101627111542,0.08591165812733739,0.00153843590372592,0.24068245454350215,0.09697213521392122,0.010078126996598534,0.021781375636858058,0.09094925500086587,0.023485416795652938,0.024794686954634045
55,0.05078908842386183,0.11529201306211548,0.029902736150655612,0.02278916822824107,0.28568699502664907,0.07896694376163811,0.02277156541830257,0.6346165456621309,0.1053500497592181,0.13033923598815428,0.015359428245318794,0.01692816740068902,0.2906709812083418,0.03687409928488726,0.026266881576364184,0.12621999245109916,0.0015654595630172198,0.16202956640744853,0.04336426160043948,0.011663210480509108,0.023169646021199815,0.269359932967653,0.026299233883058364,0.01536311754071531
60,0.10334208202549675,0.32680340393761736,0.07524584632816204,0.024795644283534354,0.6834528554641611,0.057818037441918574,0.031945358980485145,0.23344603044242135,0.3801310670026668,0.1884786596181749,0.01091080833663656,0.02129476826650014,0.12885734063254997,0.02873304913728706,0.0368621304760104,0.05299918170569149,0.001531262257793985,0.2719565204870602,0.11641353847780903,0.012281168894585644,0.02487252449723723,0.10726814680144624,0.019510056257457737,0.020063174905392077
64,0.02402437202365466,0.024776062512012077,0.0173837341322843,0.03498669692719824,0.6018666568254805,0.07009543085276576,0.031481441347965176,0.5491723797363259,0.03986602890339151,0.04540143080813752,0.02628590270516814,0.020334337825705224,0.06659145786927764,0.03697254422373256,0.040695981079252694,0.08972044269231871,0.0015455079135208698,0.6502393500304828,0.032481311468341705,0.009280434051623621,0.015498481222303712,0.09868602816908749,0.018133481425641803,0.017198991969993194
72,0.04900189868224584,0.05126000060746173,0.023902595724992252,0.10019939923366525,0.16029674927790066,0.12471836701555754,0.22400285424204064,0.4754982647206809,0.05811465442575704,0.04883862282319078,0.017980449898624178,0.0415601939743965,0.07964294696519811,0.043191485606161685,0.027735084881131244,0.053344196786631576,0.0016850469212358402,0.14168302360890656,0.03937350467077863,0.009827711234117029,0.04394843364657422,0.10091178560721198,0.0234962390768348,0.02786391884646051
74,0.06770034696902842,0.056096328852197265,0.018424063354788474,0.024079457918670805,0.5186840997463414,0.14880238428835596,0.015370600296003364,0.6415756685371033,0.05161518448878916,0.04509872404621097,0.02144599910546866,0.014496255413689728,0.13130320225120226,0.031029827828345617,0.037202737047425403,0.0846436704419584,0.001470555373311475,0.361857868712079,0.04012847397310283,0.008909542995803106,0.026373186129512678,0.26319253296750356,0.019113686789086627,0.01510417589211897
77,0.18701025315468142,0.08221006616443051,0.021274199158547984,0.04171590695275365,0.27239488291215225,0.32541928850870316,0.02078357088956366,0.6260317821152381,0.0882086669309989,0.08894752469728869,0.022629088791881444,0.023901957143947085,0.17294774149035436,0.026760100841025314,0.020538361208271218,0.13335617914356732,0.001521382245729365,0.08596055338293024,0.06704076542822061,0.009361924561789857,0.025993580645957217,0.5256829508826862,0.02262416073077948,0.020210246575592793
78,0.07369331125953536,0.050691711809519445,0.02094810965146985,0.023621199534457394,0.537973153003472,0.1764311989213368,0.019269611292981086,0.7050958498370425,0.08546825158638369,0.0750287798368767,0.021230604980555352,0.013842641837404529,0.03464412258705997,0.038187254969800626,0.027103497041554032,0.05393318747930413,0.0014892385606383749,0.33510056818410694,0.02898697424932456,0.00912532357433335,0.03308312841908877,0.13319732535403406,0.01468533300726834,0.014660970801156682
89,0.2450074283008173,0.4065101847814242,0.041501458507269384,0.05368643894617812,0.23062691491483092,0.0688704209378628,0.021271131327937023,0.6352543678570179,0.09590911328696111,0.23653369285872017,0.01941003993377882,0.08491756178938234,0.026224161577204124,0.02767646180608774,0.06459060814874737,0.037780231249214175,0.0015959229908510397,0.652688985989384,0.05940112062183096,0.011321234879505171,0.031918099918135885,0.09503741034786922,0.0543490167500306,0.036897896182928686
94,0.03423003736390808,0.06778887293534358,0.01672484027740293,0.04972687882476595,0.3913219645961053,0.031179805446923926,0.014927133148694444,0.7610014875111946,0.03770815537363821,0.07198645987937025,0.022499945483637672,0.03144510493147158,0.07989954111908983,0.030816967012205623,0.045822934797862265,0.08426742898266158,0.0014526538272682699,0.8613279622765916,0.06567965823756605,0.008778965020543854,0.019796579443624215,0.09112403079961678,0.028006350468783275,0.01809776209192921
97,0.08239442007015664,0.1023651269766122,0.029665358146565943,0.027084624799175012,0.2684484013651014,0.10096378939228556,0.01588936434351555,0.3480440645605176,0.11410927956754535,0.40534475719359814,0.020190096252268103,0.01747407329959362,0.5813083473432893,0.026105744861746404,0.028389955256851295,0.17930046339135772,0.001487525607297015,0.09339484367541058,0.04864598409307136,0.008987682556374225,0.018749774981528293,0.2740071553330261,0.01940379703868796,0.022891282892555057
98,0.13040695867320123,0.07566588585268648,0.02834545836121914,0.05912651657668749,0.641562931407532,0.23990222510338283,0.038503640597969034,0.581859787584248,0.08047448430350378,0.08142958451634341,0.02528845321841251,0.02632244412392832,0.0407280462417743,0.04598772526621,0.0371958754471599,0.05498809994581676,0.001592958115130275,0.27850299321767125,0.04717194786112572,0.011308588538024009,0.04841411709177094,0.1487568751847288,0.02702614958135526,0.02705386457912407
